Gasday,MarginalPriceSystemBuy,MarginalPriceSystemSell,NegativeEnergyImbalancePrice,PositiveEnergyImbalancePrice,Unit,VTPDailyAveragePrice,VTPDailyAveragePriceSmallAdjMinus,VTPDailyAveragePriceSmallAdjPlus
2023-01-11,72.5000,65.0000,72.5000,65.0000,EUR/MWh,69.6140,68.221720,71.006280
2023-01-12,70.2500,61.0000,70.2500,61.0000,EUR/MWh,65.3480,64.041040,66.654960
2023-01-13,69.4500,61.2250,69.4500,61.2250,EUR/MWh,66.5200,65.189600,67.850400
2023-01-14,69.0000,61.0000,69.0000,61.0000,EUR/MWh,64.2180,62.933640,65.502360
2023-01-15,66.6000,62.7500,66.6000,62.7500,EUR/MWh,64.3920,63.104160,65.679840
2023-01-16,67.0500,62.6000,67.0500,62.6000,EUR/MWh,64.3320,63.045360,65.618640
2023-01-17,62.2000,,62.2000,56.0970,EUR/MWh,57.2420,56.097160,58.386840
2023-01-18,65.5500,57.3000,65.5500,57.3000,EUR/MWh,58.5650,57.393700,59.736300
2023-01-19,64.5000,61.3000,64.5000,61.1430,EUR/MWh,62.3910,61.143180,63.638820
2023-01-20,64.3250,62.8500,64.3250,60.6970,EUR/MWh,61.9360,60.697280,63.174720
2023-01-21,68.9500,65.3500,68.9500,64.5440,EUR/MWh,65.8610,64.543780,67.178220
2023-01-22,,62.9000,67.3390,62.9000,EUR/MWh,66.0190,64.698620,67.339380
2023-01-23,75.5000,70.2500,75.5000,64.9320,EUR/MWh,66.2570,64.931860,67.582140
2023-01-24,68.0000,64.0000,68.4890,64.0000,EUR/MWh,67.1460,65.803080,68.488920
2023-01-25,61.9000,54.1000,61.9000,54.1000,EUR/MWh,60.5880,59.376240,61.799760
2023-01-26,62.0000,57.0000,62.0000,57.0000,EUR/MWh,58.4770,57.307460,59.646540
2023-01-27,59.8000,52.9250,59.8000,52.9250,EUR/MWh,57.5000,56.350000,58.650000
2023-01-28,59.0000,53.5000,59.0000,53.5000,EUR/MWh,55.7530,54.637940,56.868060
2023-01-29,,53.0000,56.6040,53.0000,EUR/MWh,55.4940,54.384120,56.603880
2023-01-30,59.0000,53.2000,59.0000,53.2000,EUR/MWh,55.8110,54.694780,56.927220
2023-01-31,62.0750,53.7000,62.0750,53.7000,EUR/MWh,57.6500,56.497000,58.803000
2023-02-01,66.8500,57.0000,66.8500,57.0000,EUR/MWh,59.4760,58.286480,60.665520
2023-02-02,61.4000,58.0000,61.4000,58.0000,EUR/MWh,59.9330,58.734340,61.131660
2023-02-03,58.8500,56.0000,58.8500,56.0000,EUR/MWh,57.6620,56.508760,58.815240
2023-02-04,62.0500,58.2750,62.0500,58.1620,EUR/MWh,59.3490,58.162020,60.535980
2023-02-05,67.5000,61.0250,67.5000,59.0070,EUR/MWh,60.2110,59.006780,61.415220
2023-02-06,65.9000,60.2000,65.9000,59.2420,EUR/MWh,60.4510,59.241980,61.660020
2023-02-07,59.2000,55.2000,60.1140,55.2000,EUR/MWh,58.9350,57.756300,60.113700
2023-02-08,58.5250,55.5000,58.8050,55.5000,EUR/MWh,57.6520,56.498960,58.805040
2023-02-09,57.7000,54.3500,57.7000,54.2050,EUR/MWh,55.3110,54.204780,56.417220
2023-02-10,56.5250,52.0000,56.5250,52.0000,EUR/MWh,54.7770,53.681460,55.872540
2023-02-11,55.9750,51.0250,55.9750,51.0250,EUR/MWh,54.5780,53.486440,55.669560
2023-02-12,,51.0000,55.3360,51.0000,EUR/MWh,54.2510,53.165980,55.336020
2023-02-13,,48.2500,55.2080,48.2500,EUR/MWh,54.1250,53.042500,55.207500
2023-02-14,54.9500,48.6000,54.9500,48.6000,EUR/MWh,52.7360,51.681280,53.790720
2023-02-15,55.0000,50.3000,55.0000,50.3000,EUR/MWh,53.6480,52.575040,54.720960
2023-02-16,55.7500,52.4250,55.7500,52.4250,EUR/MWh,54.6060,53.513880,55.698120
2023-02-17,54.9500,46.8000,54.9500,46.8000,EUR/MWh,52.0860,51.044280,53.127720
2023-02-18,51.9000,47.0000,51.9000,47.0000,EUR/MWh,49.4610,48.471780,50.450220
2023-02-19,50.6000,47.8000,50.6000,47.8000,EUR/MWh,49.4820,48.492360,50.471640
2023-02-20,52.1000,47.5000,52.1000,47.5000,EUR/MWh,49.6540,48.660920,50.647080
2023-02-21,52.0500,47.6000,52.0500,47.6000,EUR/MWh,50.9850,49.965300,52.004700
2023-02-22,51.6250,48.5000,51.6250,48.5000,EUR/MWh,49.5450,48.554100,50.535900
2023-02-23,50.9000,48.2500,51.5770,48.2500,EUR/MWh,50.5660,49.554680,51.577320
2023-02-24,54.1000,49.0000,54.1000,49.0000,EUR/MWh,51.0470,50.026060,52.067940
2023-02-25,,50.0000,53.4150,50.0000,EUR/MWh,52.3680,51.320640,53.415360
2023-02-26,52.0000,49.5000,53.3460,49.5000,EUR/MWh,52.3000,51.254000,53.346000
2023-02-27,54.0000,51.5000,54.0000,51.5000,EUR/MWh,52.7340,51.679320,53.788680
2023-02-28,49.9000,45.5000,50.9830,45.5000,EUR/MWh,49.9830,48.983340,50.982660
2023-03-01,49.7500,46.7500,49.7500,46.7500,EUR/MWh,48.6590,47.685820,49.632180
2023-03-02,50.9000,47.5000,50.9000,47.5000,EUR/MWh,49.0510,48.069980,50.032020
2023-03-03,48.5000,45.9000,49.2800,45.9000,EUR/MWh,48.3140,47.347720,49.280280
2023-03-04,49.0000,44.7500,49.0000,44.7500,EUR/MWh,46.6420,45.709160,47.574840
2023-03-05,48.9000,45.9000,48.9000,45.9000,EUR/MWh,46.9810,46.041380,47.920620
2023-03-06,48.6000,46.5000,48.6000,46.1310,EUR/MWh,47.0720,46.130560,48.013440
2023-03-07,46.5000,44.5750,46.5000,43.7220,EUR/MWh,44.6140,43.721720,45.506280
2023-03-08,47.5250,45.0000,47.5250,44.1820,EUR/MWh,45.0840,44.182320,45.985680
2023-03-09,43.2750,41.3500,45.3420,41.3500,EUR/MWh,44.4530,43.563940,45.342060
2023-03-10,47.9000,45.8500,47.9000,43.6590,EUR/MWh,44.5500,43.659000,45.441000
2023-03-11,59.0000,53.0000,59.0000,50.7020,EUR/MWh,51.7370,50.702260,52.771740
2023-03-12,54.5000,50.8000,54.5000,50.2360,EUR/MWh,51.2610,50.235780,52.286220
2023-03-13,52.5000,45.0000,52.5000,45.0000,EUR/MWh,50.4230,49.414540,51.431460
2023-03-14,47.0000,46.0000,51.7160,46.0000,EUR/MWh,50.7020,49.687960,51.716040
2023-03-15,47.1000,44.0000,47.1970,44.0000,EUR/MWh,46.2720,45.346560,47.197440
2023-03-16,46.8000,43.6000,46.8000,43.4590,EUR/MWh,44.3460,43.459080,45.232920
2023-03-17,46.2500,42.3000,46.2500,42.3000,EUR/MWh,44.1190,43.236620,45.001380
2023-03-18,,40.0000,44.1620,40.0000,EUR/MWh,43.2960,42.430080,44.161920
2023-03-19,,39.7000,44.1140,39.7000,EUR/MWh,43.2490,42.384020,44.113980
2023-03-20,44.5000,41.5500,44.5000,41.5500,EUR/MWh,43.3800,42.512400,44.247600
2023-03-21,41.6000,39.1000,41.6000,39.1000,EUR/MWh,40.5800,39.768400,41.391600
2023-03-22,44.0000,40.8000,44.0000,40.3110,EUR/MWh,41.1340,40.311320,41.956680
2023-03-23,44.3000,39.2000,44.3000,39.2000,EUR/MWh,41.0000,40.180000,41.820000
2023-03-24,44.1000,41.8500,44.1000,41.8500,EUR/MWh,42.8640,42.006720,43.721280
2023-03-25,44.3000,40.8000,44.3000,40.8000,EUR/MWh,42.1150,41.272700,42.957300
2023-03-26,46.0000,41.1000,46.0000,41.1000,EUR/MWh,42.2820,41.436360,43.127640
2023-03-27,45.3000,42.8750,45.3000,42.1260,EUR/MWh,42.9860,42.126280,43.845720
2023-03-28,44.1000,42.0000,44.5980,42.0000,EUR/MWh,43.7240,42.849520,44.598480
2023-03-29,,42.5000,44.3740,42.5000,EUR/MWh,43.5040,42.633920,44.374080
2023-03-30,44.5000,42.0000,44.5000,42.0000,EUR/MWh,43.2190,42.354620,44.083380
2023-03-31,48.4000,42.0000,48.4000,42.0000,EUR/MWh,43.6180,42.745640,44.490360
2023-04-01,,45.7000,48.2430,45.7000,EUR/MWh,47.2970,46.351060,48.242940
2023-04-02,50.1250,46.5000,50.1250,46.5000,EUR/MWh,47.6320,46.679360,48.584640
2023-04-03,50.9000,47.0000,50.9000,47.0000,EUR/MWh,48.4590,47.489820,49.428180
2023-04-04,54.0000,50.0000,54.0000,50.0000,EUR/MWh,51.8390,50.802220,52.875780
2023-04-05,,43.5000,50.5990,43.5000,EUR/MWh,49.6070,48.614860,50.599140
2023-04-06,,42.0000,48.2670,42.0000,EUR/MWh,47.3210,46.374580,48.267420
2023-04-07,,42.5000,45.8140,42.5000,EUR/MWh,44.9160,44.017680,45.814320
2023-04-08,,43.3500,45.6300,43.3500,EUR/MWh,44.7350,43.840300,45.629700
2023-04-09,,42.0250,45.2780,42.0250,EUR/MWh,44.3900,43.502200,45.277800
2023-04-10,,41.6000,45.1040,41.6000,EUR/MWh,44.2200,43.335600,45.104400
2023-04-11,,40.5000,45.0680,40.5000,EUR/MWh,44.1840,43.300320,45.067680
2023-04-12,46.0750,43.2250,46.0750,43.2250,EUR/MWh,44.5810,43.689380,45.472620
2023-04-13,46.0000,43.8000,46.0000,43.8000,EUR/MWh,44.8540,43.956920,45.751080
2023-04-14,44.8000,41.0750,44.8000,41.0750,EUR/MWh,43.7000,42.826000,44.574000
2023-04-15,43.4000,40.1500,43.4000,40.1500,EUR/MWh,42.4020,41.553960,43.250040
2023-04-16,45.0000,41.0000,45.0000,41.0000,EUR/MWh,42.5830,41.731340,43.434660
2023-04-17,44.7000,41.5000,44.7000,41.5000,EUR/MWh,42.8070,41.950860,43.663140
2023-04-18,45.3703,41.5000,45.3700,41.5000,EUR/MWh,43.0410,42.180180,43.901820
2023-04-19,45.3500,42.0750,45.3500,42.0750,EUR/MWh,43.6280,42.755440,44.500560
2023-04-20,,42.0000,43.8100,42.0000,EUR/MWh,42.9510,42.091980,43.810020
2023-04-21,43.2000,,43.2000,41.1880,EUR/MWh,42.0290,41.188420,42.869580
2023-04-22,,38.0000,41.9750,38.0000,EUR/MWh,41.1520,40.328960,41.975040
2023-04-23,,38.5000,41.9680,38.5000,EUR/MWh,41.1450,40.322100,41.967900
2023-04-24,,39.0000,41.9080,39.0000,EUR/MWh,41.0860,40.264280,41.907720
2023-04-25,,39.0000,41.2950,39.0000,EUR/MWh,40.4850,39.675300,41.294700
2023-04-26,45.0000,,45.0000,40.0940,EUR/MWh,40.9120,40.093760,41.730240
2023-04-27,,38.0500,40.6170,38.0500,EUR/MWh,39.8210,39.024580,40.617420
2023-04-28,,37.3750,40.3370,37.3750,EUR/MWh,39.5460,38.755080,40.336920
2023-04-29,,36.0000,40.1630,36.0000,EUR/MWh,39.3750,38.587500,40.162500
2023-04-30,,35.5750,39.9890,35.5750,EUR/MWh,39.2050,38.420900,39.989100
2023-05-01,,35.2500,40.2080,35.2500,EUR/MWh,39.4200,38.631600,40.208400
2023-05-02,,38.5000,40.6440,38.5000,EUR/MWh,39.8470,39.050060,40.643940
2023-05-03,,36.6000,39.3570,36.6000,EUR/MWh,38.5850,37.813300,39.356700
2023-05-04,,35.0500,37.8480,35.0500,EUR/MWh,37.1060,36.363880,37.848120
2023-05-05,,33.8500,36.7350,33.8500,EUR/MWh,36.0150,35.294700,36.735300
2023-05-06,,34.7500,36.7570,34.7500,EUR/MWh,36.0360,35.315280,36.756720
2023-05-07,,35.1000,36.7770,35.1000,EUR/MWh,36.0560,35.334880,36.777120
2023-05-08,,35.2000,36.8850,35.2000,EUR/MWh,36.1620,35.438760,36.885240
2023-05-09,39.6000,37.6500,39.6000,35.9430,EUR/MWh,36.6770,35.943460,37.410540
2023-05-10,,35.4750,37.3210,35.4750,EUR/MWh,36.5890,35.857220,37.320780
2023-05-11,35.8000,34.0000,36.4560,34.0000,EUR/MWh,35.7410,35.026180,36.455820
2023-05-12,37.0000,29.2750,37.0000,29.2750,EUR/MWh,34.8120,34.115760,35.508240
2023-05-13,34.3750,30.5000,34.3750,30.5000,EUR/MWh,33.2380,32.573240,33.902760
2023-05-14,,31.5000,34.0110,31.5000,EUR/MWh,33.3440,32.677120,34.010880
2023-05-15,34.5000,31.7000,34.5000,31.7000,EUR/MWh,33.4550,32.785900,34.124100
2023-05-16,34.2500,33.4000,34.2500,32.1770,EUR/MWh,32.8340,32.177320,33.490680
2023-05-17,33.9000,30.4750,33.9000,30.4750,EUR/MWh,32.5900,31.938200,33.241800
2023-05-18,,28.3500,32.8650,28.3500,EUR/MWh,32.2210,31.576580,32.865420
2023-05-19,,28.5000,31.0770,28.5000,EUR/MWh,30.4680,29.858640,31.077360
2023-05-20,30.6250,25.9000,30.6250,25.9000,EUR/MWh,29.4480,28.859040,30.036960
2023-05-21,,27.1000,30.0500,27.1000,EUR/MWh,29.4610,28.871780,30.050220
2023-05-22,31.5000,27.5750,31.5000,27.5750,EUR/MWh,30.0020,29.401960,30.602040
2023-05-23,31.5000,28.1000,31.5000,28.1000,EUR/MWh,29.7170,29.122660,30.311340
2023-05-24,31.5000,29.0500,31.5000,29.0500,EUR/MWh,30.0040,29.403920,30.604080
2023-05-25,30.5750,24.5000,30.5750,24.5000,EUR/MWh,28.8150,28.238700,29.391300
2023-05-26,26.0000,22.2250,26.4230,22.2250,EUR/MWh,25.9050,25.386900,26.423100
2023-05-27,26.8500,23.0000,26.8500,23.0000,EUR/MWh,24.4870,23.997260,24.976740
2023-05-28,26.8000,22.2649,26.8000,22.2650,EUR/MWh,24.6220,24.129560,25.114440
2023-05-29,26.2000,24.1000,26.2000,24.1000,EUR/MWh,24.6890,24.195220,25.182780
2023-05-30,25.9500,24.4000,25.9500,24.4000,EUR/MWh,24.9280,24.429440,25.426560
2023-05-31,29.5000,23.9250,29.5000,23.9250,EUR/MWh,25.3830,24.875340,25.890660
2023-06-01,27.7000,26.5000,27.7000,26.0930,EUR/MWh,26.6260,26.093480,27.158520
2023-06-02,25.0000,23.0250,25.0000,23.0250,EUR/MWh,24.0860,23.604280,24.567720
2023-06-03,23.5000,22.2000,24.0400,22.2000,EUR/MWh,23.5690,23.097620,24.040380
2023-06-04,23.6000,22.5000,24.0770,22.5000,EUR/MWh,23.6050,23.132900,24.077100
2023-06-05,28.6000,23.6500,28.6000,23.6500,EUR/MWh,24.3400,23.853200,24.826800
2023-06-06,,25.7000,28.4580,25.7000,EUR/MWh,27.9000,27.342000,28.458000
2023-06-07,,25.3750,26.8050,25.3750,EUR/MWh,26.2790,25.753420,26.804580
2023-06-08,,25.5000,26.8490,25.5000,EUR/MWh,26.3230,25.796540,26.849460
2023-06-09,,25.4500,28.0930,25.4500,EUR/MWh,27.5420,26.991160,28.092840
2023-06-10,,30.5000,31.3210,30.0930,EUR/MWh,30.7070,30.092860,31.321140
2023-06-11,,31.5000,31.5260,30.2900,EUR/MWh,30.9080,30.289840,31.526160
2023-06-12,33.8000,32.0000,33.8000,30.4060,EUR/MWh,31.0270,30.406460,31.647540
2023-06-13,,30.1500,31.3730,30.1430,EUR/MWh,30.7580,30.142840,31.373160
2023-06-14,36.4000,34.5000,36.4000,32.9840,EUR/MWh,33.6570,32.983860,34.330140
2023-06-15,39.9000,38.2500,39.9000,37.1960,EUR/MWh,37.9550,37.195900,38.714100
2023-06-16,41.0000,39.4000,42.1570,39.4000,EUR/MWh,41.3300,40.503400,42.156600
2023-06-17,,,35.8040,34.4000,EUR/MWh,35.1020,34.399960,35.804040
2023-06-18,,32.0000,35.5650,32.0000,EUR/MWh,34.8680,34.170640,35.565360
2023-06-19,35.8000,,35.8440,34.4380,EUR/MWh,35.1410,34.438180,35.843820
2023-06-20,40.9000,34.8000,40.9000,34.2430,EUR/MWh,34.9420,34.243160,35.640840
2023-06-21,,38.3000,39.7410,38.1830,EUR/MWh,38.9620,38.182760,39.741240
2023-06-22,,,39.2190,37.6810,EUR/MWh,38.4500,37.681000,39.219000
2023-06-23,,,36.3030,34.8790,EUR/MWh,35.5910,34.879180,36.302820
2023-06-24,,32.0000,33.5150,32.0000,EUR/MWh,32.8580,32.200840,33.515160
2023-06-25,,,33.6040,32.2860,EUR/MWh,32.9450,32.286100,33.603900
2023-06-26,,32.4500,33.8530,32.4500,EUR/MWh,33.1890,32.525220,33.852780
2023-06-27,33.9000,,34.3280,32.9820,EUR/MWh,33.6550,32.981900,34.328100
2023-06-28,,,34.6550,33.2960,EUR/MWh,33.9750,33.295500,34.654500
2023-06-29,,33.8000,35.5070,33.8000,EUR/MWh,34.8110,34.114780,35.507220
2023-06-30,,34.4000,35.1630,33.7850,EUR/MWh,34.4740,33.784520,35.163480
2023-07-01,,,37.1310,35.6750,EUR/MWh,36.4030,35.674940,37.131060
2023-07-02,,38.0250,37.2390,35.7790,EUR/MWh,36.5090,35.778820,37.239180
2023-07-03,,,37.4400,35.9720,EUR/MWh,36.7060,35.971880,37.440120
2023-07-04,,,35.8990,34.4910,EUR/MWh,35.1950,34.491100,35.898900
2023-07-05,,,35.2840,33.9000,EUR/MWh,34.5920,33.900160,35.283840
2023-07-06,,,35.5510,34.1570,EUR/MWh,34.8540,34.156920,35.551080
2023-07-07,,31.7000,33.3380,31.7000,EUR/MWh,32.6840,32.030320,33.337680
2023-07-08,,32.0000,33.2920,31.9860,EUR/MWh,32.6390,31.986220,33.291780
2023-07-09,,32.8000,33.3630,32.0550,EUR/MWh,32.7090,32.054820,33.363180
2023-07-10,,32.5000,33.5390,32.2230,EUR/MWh,32.8810,32.223380,33.538620
2023-07-11,31.8000,29.2000,31.8000,29.2000,EUR/MWh,30.9370,30.318260,31.555740
2023-07-12,32.0000,25.8000,32.0000,25.8000,EUR/MWh,29.3230,28.736540,29.909460
2023-07-13,,25.5000,28.0890,25.5000,EUR/MWh,27.5380,26.987240,28.088760
2023-07-14,,,27.1480,26.0840,EUR/MWh,26.6160,26.083680,27.148320
2023-07-15,,24.5000,26.8330,24.5000,EUR/MWh,26.3070,25.780860,26.833140
2023-07-16,,23.7000,26.6590,23.7000,EUR/MWh,26.1360,25.613280,26.658720
2023-07-17,,24.8000,26.8140,24.8000,EUR/MWh,26.2880,25.762240,26.813760
2023-07-18,,,25.9570,24.9390,EUR/MWh,25.4480,24.939040,25.956960
2023-07-19,,,27.2500,26.1820,EUR/MWh,26.7160,26.181680,27.250320
2023-07-20,,27.0000,27.5740,26.4920,EUR/MWh,27.0330,26.492340,27.573660
2023-07-21,,28.6000,28.4660,27.3500,EUR/MWh,27.9080,27.349840,28.466160
2023-07-22,,28.6000,29.5860,28.4260,EUR/MWh,29.0060,28.425880,29.586120
2023-07-23,,26.5000,29.4640,26.5000,EUR/MWh,28.8860,28.308280,29.463720
2023-07-24,,26.4500,29.5750,26.4500,EUR/MWh,28.9950,28.415100,29.574900
2023-07-25,,,30.6720,29.4700,EUR/MWh,30.0710,29.469580,30.672420
2023-07-26,,33.0000,32.7730,31.4870,EUR/MWh,32.1300,31.487400,32.772600
2023-07-27,,27.5000,31.2990,27.5000,EUR/MWh,30.6850,30.071300,31.298700
2023-07-28,,25.7000,29.0640,25.7000,EUR/MWh,28.4940,27.924120,29.063880
2023-07-29,,24.7000,26.6150,24.7000,EUR/MWh,26.0930,25.571140,26.614860
2023-07-30,,23.6500,26.3270,23.6500,EUR/MWh,25.8110,25.294780,26.327220
2023-07-31,,,26.6430,25.5990,EUR/MWh,26.1210,25.598580,26.643420
2023-08-01,,,27.3940,26.3200,EUR/MWh,26.8570,26.319860,27.394140
2023-08-02,,26.7000,27.8340,26.7000,EUR/MWh,27.2880,26.742240,27.833760
2023-08-03,,27.0000,28.4350,27.0000,EUR/MWh,27.8770,27.319460,28.434540
2023-08-04,,,30.4550,29.2610,EUR/MWh,29.8580,29.260840,30.455160
2023-08-05,,28.0000,29.2620,28.0000,EUR/MWh,28.6880,28.114240,29.261760
2023-08-06,,28.3000,29.2310,28.0850,EUR/MWh,28.6580,28.084840,29.231160
2023-08-07,,27.0000,29.2240,27.0000,EUR/MWh,28.6510,28.077980,29.224020
2023-08-08,30.2000,28.5000,30.2000,28.5000,EUR/MWh,29.4370,28.848260,30.025740
2023-08-09,,29.4000,30.9470,29.4000,EUR/MWh,30.3400,29.733200,30.946800
2023-08-10,,37.7000,37.7400,36.2600,EUR/MWh,37.0000,36.260000,37.740000
2023-08-11,,33.3250,36.6140,33.3250,EUR/MWh,35.8960,35.178080,36.613920
2023-08-12,,30.2500,33.8530,30.2500,EUR/MWh,33.1890,32.525220,33.852780
2023-08-13,,32.0000,33.9800,32.0000,EUR/MWh,33.3140,32.647720,33.980280
2023-08-14,,,34.1260,32.7880,EUR/MWh,33.4570,32.787860,34.126140
2023-08-15,,31.9750,33.5590,31.9750,EUR/MWh,32.9010,32.242980,33.559020
2023-08-16,,37.5000,36.5710,35.1370,EUR/MWh,35.8540,35.136920,36.571080
2023-08-17,,34.0000,36.4520,34.0000,EUR/MWh,35.7370,35.022260,36.451740
2023-08-18,34.5000,,35.6310,34.2330,EUR/MWh,34.9320,34.233360,35.630640
2023-08-19,37.6000,35.0000,37.6000,33.5360,EUR/MWh,34.2200,33.535600,34.904400
2023-08-20,,40.4000,35.4720,34.0800,EUR/MWh,34.7760,34.080480,35.471520
2023-08-21,41.0000,40.4000,41.0000,34.7830,EUR/MWh,35.4930,34.783140,36.202860
2023-08-22,40.9500,,40.9500,38.6080,EUR/MWh,39.3960,38.608080,40.183920
2023-08-23,,37.0000,42.9180,37.0000,EUR/MWh,42.0760,41.234480,42.917520
2023-08-24,,,38.3820,36.8760,EUR/MWh,37.6290,36.876420,38.381580
2023-08-25,,,33.6120,32.2940,EUR/MWh,32.9530,32.293940,33.612060
2023-08-26,,,35.5120,34.1200,EUR/MWh,34.8160,34.119680,35.512320
2023-08-27,,32.3000,35.4480,32.3000,EUR/MWh,34.7530,34.057940,35.448060
2023-08-28,,,36.0550,34.6410,EUR/MWh,35.3480,34.641040,36.054960
2023-08-29,,33.3500,37.0320,33.3500,EUR/MWh,36.3060,35.579880,37.032120
2023-08-30,,,37.3180,35.8540,EUR/MWh,36.5860,35.854280,37.317720
2023-08-31,,,36.6650,35.2270,EUR/MWh,35.9460,35.227080,36.664920
2023-09-01,,31.0000,34.0860,31.0000,EUR/MWh,33.4180,32.749640,34.086360
2023-09-02,,35.0000,33.9150,32.5850,EUR/MWh,33.2500,32.585000,33.915000
2023-09-03,,34.8000,33.9720,32.6400,EUR/MWh,33.3060,32.639880,33.972120
2023-09-04,,35.2750,33.8120,32.4860,EUR/MWh,33.1490,32.486020,33.811980
2023-09-05,,31.9000,33.0040,31.7100,EUR/MWh,32.3570,31.709860,33.004140
2023-09-06,,32.5000,33.1710,31.8710,EUR/MWh,32.5210,31.870580,33.171420
2023-09-07,,30.3000,32.2200,30.3000,EUR/MWh,31.5880,30.956240,32.219760
2023-09-08,34.7000,,34.7000,31.6070,EUR/MWh,32.2520,31.606960,32.897040
2023-09-09,,36.0000,35.5450,34.1510,EUR/MWh,34.8480,34.151040,35.544960
2023-09-10,37.2000,,37.2000,34.6190,EUR/MWh,35.3260,34.619480,36.032520
2023-09-11,,35.8000,36.6420,35.2060,EUR/MWh,35.9240,35.205520,36.642480
2023-09-12,,35.6000,37.9770,35.6000,EUR/MWh,37.2320,36.487360,37.976640
2023-09-13,,,37.0550,35.6010,EUR/MWh,36.3280,35.601440,37.054560
2023-09-14,,34.8500,37.5690,34.8500,EUR/MWh,36.8320,36.095360,37.568640
2023-09-15,,33.4750,36.8450,33.4750,EUR/MWh,36.1230,35.400540,36.845460
2023-09-16,,,37.0080,35.5560,EUR/MWh,36.2820,35.556360,37.007640
2023-09-17,,35.4500,36.8790,35.4330,EUR/MWh,36.1560,35.432880,36.879120
2023-09-18,,34.0000,36.6770,34.0000,EUR/MWh,35.9580,35.238840,36.677160
2023-09-19,,,35.7880,34.3840,EUR/MWh,35.0860,34.384280,35.787720
2023-09-20,38.9500,,38.9500,35.7770,EUR/MWh,36.5070,35.776860,37.237140
2023-09-21,,,38.4360,36.9280,EUR/MWh,37.6820,36.928360,38.435640
2023-09-22,,,39.6450,38.0910,EUR/MWh,38.8680,38.090640,39.645360
2023-09-23,,39.1000,41.5380,39.1000,EUR/MWh,40.7240,39.909520,41.538480
2023-09-24,,,41.5290,39.9010,EUR/MWh,40.7150,39.900700,41.529300
2023-09-25,,43.0000,41.9530,40.3070,EUR/MWh,41.1300,40.307400,41.952600
2023-09-26,,,45.4750,43.6910,EUR/MWh,44.5830,43.691340,45.474660
2023-09-27,,38.0000,41.9140,38.0000,EUR/MWh,41.0920,40.270160,41.913840
2023-09-28,,,40.9330,39.3270,EUR/MWh,40.1300,39.327400,40.932600
2023-09-29,,,41.4020,39.7780,EUR/MWh,40.5900,39.778200,41.401800
2023-09-30,,,38.8500,37.3260,EUR/MWh,38.0880,37.326240,38.849760
2023-10-01,,37.2500,38.5510,37.0390,EUR/MWh,37.7950,37.039100,38.550900
2023-10-02,,32.6750,38.2640,32.6750,EUR/MWh,37.5140,36.763720,38.264280
2023-10-03,,26.0000,33.7030,26.0000,EUR/MWh,33.0420,32.381160,33.702840
2023-10-04,,28.5000,29.9180,28.5000,EUR/MWh,29.3310,28.744380,29.917620
2023-10-05,,31.8000,32.5990,31.3210,EUR/MWh,31.9600,31.320800,32.599200
2023-10-06,,27.2000,29.8060,27.2000,EUR/MWh,29.2220,28.637560,29.806440
2023-10-07,,32.7750,31.5910,30.3530,EUR/MWh,30.9720,30.352560,31.591440
2023-10-08,,33.3500,31.9280,30.6760,EUR/MWh,31.3020,30.675960,31.928040
2023-10-09,40.8000,34.5500,40.8000,32.2570,EUR/MWh,32.9150,32.256700,33.573300
2023-10-10,45.0000,38.5000,45.0000,38.5000,EUR/MWh,40.2130,39.408740,41.017260
2023-10-11,,44.0000,45.8350,44.0000,EUR/MWh,44.9360,44.037280,45.834720
2023-10-12,49.0000,44.5000,49.0000,44.5000,EUR/MWh,45.8160,44.899680,46.732320
2023-10-13,54.0000,47.9000,54.0000,47.3310,EUR/MWh,48.2970,47.331060,49.262940
2023-10-14,,49.5500,53.0210,49.5500,EUR/MWh,51.9810,50.941380,53.020620
2023-10-15,,52.7000,53.3870,51.2930,EUR/MWh,52.3400,51.293200,53.386800
2023-10-16,,51.1500,53.8360,51.1500,EUR/MWh,52.7800,51.724400,53.835600
2023-10-17,,44.8000,49.3960,44.8000,EUR/MWh,48.4270,47.458460,49.395540
2023-10-18,48.7500,44.7000,48.7500,44.7000,EUR/MWh,45.9170,44.998660,46.835340
2023-10-19,,,48.1970,46.3070,EUR/MWh,47.2520,46.306960,48.197040
2023-10-20,,44.0000,45.9610,44.0000,EUR/MWh,45.0600,44.158800,45.961200
2023-10-21,,,47.0480,45.2030,EUR/MWh,46.1250,45.202500,47.047500
2023-10-22,,,47.1090,45.2610,EUR/MWh,46.1850,45.261300,47.108700
2023-10-23,49.9000,47.5500,49.9000,46.2180,EUR/MWh,47.1610,46.217780,48.104220
2023-10-24,51.3000,,51.3000,46.8600,EUR/MWh,47.8160,46.859680,48.772320
2023-10-25,50.8000,,50.8000,47.9890,EUR/MWh,48.9680,47.988640,49.947360
2023-10-26,52.7000,,52.7000,48.2100,EUR/MWh,49.1940,48.210120,50.177880
2023-10-27,50.3000,,50.3000,47.7530,EUR/MWh,48.7280,47.753440,49.702560
2023-10-28,53.0000,,53.0000,47.2930,EUR/MWh,48.2580,47.292840,49.223160
2023-10-29,,48.8000,49.2040,47.2740,EUR/MWh,48.2390,47.274220,49.203780
2023-10-30,52.3000,,52.3000,47.7100,EUR/MWh,48.6840,47.710320,49.657680
2023-10-31,,,49.7570,47.8050,EUR/MWh,48.7810,47.805380,49.756620
